USER_ANSWER,GRAMMAR_CHECKED_ANSWER,CLEANED_ANSWER
""" I wake up at 4.30am in the morning I get fresh up and begin my day by doing yoga at 5am to 6.30am rest for a while rest for a while at 7am I breast my teeth and take a hot shower and pray to God at 8am I will read a newspaper and have my healthy breakfast by 9am then I get ready to office I have home at 9.30 and I reach office at 10am 1pm I will have lunch in office canteen I have office at 5pm after working hours I reach I reach home by 6pm after reaching home I will have cup of coffee along with some dry food.""",""" I wake up at 4.30am in the morning I get fresh up and begin my day by doing yoga at 5am to 6.30am rest for a while rest for a while at 7am I breast my teeth and take a hot shower and pray to God at 8am I will read a newspaper and have my healthy breakfast by 9am then I get ready to office I have home at 9.30 and I reach office at 10am 1pm I will have lunch in office canteen I have office at 5pm after working hours I reach I reach home by 6pm after reaching home I will have cup of coffee along with some dry food.""",""" I wake up at 4.30am in the morning I get fresh up and begin my day by doing yoga at 5am to 6.30am rest for a while rest for a while at 7am I breast my teeth and take a hot shower and pray to God at 8am I will read a newspaper and have my healthy breakfast by 9am then I get ready to office I have home at 9.30 and I reach office at 10am 1pm I will have lunch in office canteen I have office at 5pm after working hours I reach I reach home by 6pm after reaching home I will have cup of coffee along with some dry food."""
""" Having a pet is a wonderful experience that adds immense joy and companionship to one's life. Our family for instance has a charming golden retriever named Max who has become an integral part of our daily lives. Max like many pets requires consistent care and attention. Regular walks and playtime not only keep him physically active but also strengthen the bond between us. Have you ever considered the impact a pet can have on your wall? Well being, the joy of coming home to Max excited, bugs and wagging tiles truly indescribable. It's a statement to the unconditional love and loyalty that pets bring into our lives. Remember to provide your pet with a balanced diet and ensure they have access to clean water at all times. How adorable it is to see Max eagerly waiting for his meals, his""",[],[]
""" I am Sri Karacha, I am a CNC machine operator in a CNC company. I live in Bengalore, Hudi. I live with my family, that is my parents and a younger brother. I love to attend duty every day. I sell a lot of new and interesting things. I also enjoy company. I get to spend time with my friends. My favorite work is programming in CNC machine. I have a travel certain CNC code. Hence, I put more effort there. I am keen on containing my work in abroad. My cousin lives there and has told me about the benefits of doing work there. I am preparing myself to upgrade my skills. I wish to do work and be recognized as an asset to my organization and make my work.""",""" I am Sri Karacha, I am a CNC machine operator in a CNC company. I live in Bengalore, Hudi. I live with my family, <span style=\""background-color: yellow; color:red;\""></span>my parents and <span style=\""background-color: yellow; color:red;\""></span>younger brother. I love to attend duty every day. I sell a lot of new and interesting things. I also enjoy company. I get to spend time with my friends. My <span style=\""background-color: yellow; color:red;\"">favourite</span> work is programming in CNC <span style=\""background-color: yellow; color:red;\"">machines</span>. I have a travel certain CNC code. Hence, I put more effort there. I am keen on containing my work <span style=\""background-color: yellow; color:red;\""></span>abroad. My cousin lives there and has told me about the benefits of doing work there. I am preparing myself to upgrade my skills. I wish to do work and be <span style=\""background-color: yellow; color:red;\"">recognised</span> as an asset to my <span style=\""background-color: yellow; color:red;\"">organisation</span> and make my work.""",""" I am Sri Karacha, I am a CNC machine operator in a CNC company. I live in Bengalore, Hudi. I live with my family, my parents and younger brother. I love to attend duty every day. I sell a lot of new and interesting things. I also enjoy company. I get to spend time with my friends. My favourite work is programming in CNC machines. I have a travel certain CNC code. Hence, I put more effort there. I am keen on containing my work abroad. My cousin lives there and has told me about the benefits of doing work there. I am preparing myself to upgrade my skills. I wish to do work and be recognised as an asset to my organisation and make my work."""
"""Once upon a time there was small village  nestled in the midst of beautiful valley. In that there is one house a group of people who were known for simple & self-sustaining life. As the traveller who entered in that village  he was greeted warmly  by the villagers. Everyday after sunset behind the mountains in night  all the villagers make a big fire and gathers around.""","""Once upon a time there was <span style=\""background-color: yellow; color:red;\"">a small</span> <span style=\""background-color: yellow; color:red;\"">village nestled</span> in the midst of <span style=\""background-color: yellow; color:red;\"">a beautiful</span> valley. In that there is one <span style=\""background-color: yellow; color:red;\"">house,</span> a group of people who were known for simple & self-sustaining life. As the traveller who entered <span style=\""background-color: yellow; color:red;\""></span>that <span style=\""background-color: yellow; color:red;\"">village he</span> was greeted <span style=\""background-color: yellow; color:red;\"">warmly by</span> the villagers. Everyday after sunset behind the mountains <span style=\""background-color: yellow; color:red;\"">at night all</span> the villagers make a big fire and <span style=\""background-color: yellow; color:red;\"">gather</span> around.""","""Once upon a time there was a small village nestled in the midst of a beautiful valley. In that there is one house, a group of people who were known for simple & self-sustaining life. As the traveller who entered that village he was greeted warmly by the villagers. Everyday after sunset behind the mountains at night all the villagers make a big fire and gather around."""
""" Hi, I am selected as a topic is technology. In our day to day life, technology is very important role. Without using technology is very difficult to lead a life or business anything. We are all depends to anyone of the technology. For village side also using new technologies for agriculture purpose. In all our the world, very people using different types of technology for their routine works. Technology is very operated in every field when it becomes old. So, finally, we concluded that without using technology, our life is very slow and difficult.""",""" Hi, I <span style=\""background-color: yellow; color:red;\"">was</span> selected as a topic <span style=\""background-color: yellow; color:red;\"">of</span> technology. In our day to day life, technology <span style=\""background-color: yellow; color:red;\"">plays a</span> very important role. Without using technology <span style=\""background-color: yellow; color:red;\"">it is</span> very difficult to lead a life or business <span style=\""background-color: yellow; color:red;\"">or anything</span>. We <span style=\""background-color: yellow; color:red;\"">all depend on anyone for</span> technology. <span style=\""background-color: yellow; color:red;\"">The</span> village side <span style=\""background-color: yellow; color:red;\"">is also</span> using new technologies for agriculture <span style=\""background-color: yellow; color:red;\"">purposes</span>. In all our the world, very people <span style=\""background-color: yellow; color:red;\"">use</span> different types of technology for their routine <span style=\""background-color: yellow; color:red;\"">work</span>. Technology is very operated in every field when it becomes old. So, finally, we concluded that without using technology, our life is very slow and difficult.""",""" Hi, I was selected as a topic of technology. In our day to day life, technology plays a very important role. Without using technology it is very difficult to lead a life or business or anything. We all depend on anyone for technology. The village side is also using new technologies for agriculture purposes. In all our the world, very people use different types of technology for their routine work. Technology is very operated in every field when it becomes old. So, finally, we concluded that without using technology, our life is very slow and difficult."""
""" Hello, I am Prakash. I am daily routine. I wake up in early morning and go to the walk then eat a brush after taking a breakpast then go to office.""",""" Hello, I am Prakash. I <span style=\""background-color: yellow; color:red;\"">have a</span> daily routine. I wake up <span style=\""background-color: yellow; color:red;\"">early in the</span> morning and go <span style=\""background-color: yellow; color:red;\"">for a walk,</span> then eat a brush after taking a <span style=\""background-color: yellow; color:red;\"">breakfast,</span> then go to <span style=\""background-color: yellow; color:red;\"">the office</span>.""",""" Hello, I am Prakash. I have a daily routine. I wake up early in the morning and go for a walk, then eat a brush after taking a breakfast, then go to the office."""
"""Good morning, ladies and gentlemen, I am Manoj representing Flowserve corporation.""","""Good <span style=\""background-color: yellow; color:red;\"">morning</span> ladies and gentlemen, I am Manoj representing Flowserve corporation.""","""Good morning ladies and gentlemen, I am Manoj representing Flowserve corporation."""
"""Good afternoon guys, how do all of you do?""","""Good afternoon guys, how do all of you do?""","""Good afternoon guys, how do all of you do?"""
"""Formally meets. :\nPRASAD : Hello Suraj Good morning.\nSURAJ :  Good morning Prasad how have you been?\nPRASAD :  I'm great thanks, how is the water purifier sales going on ?\nSURAJ :  yeah, it's good going, very good response from customers end.\nPRASAD. :  Oh great efforts from your sides keep it up.\nSURAJ : Thanks for your compliments.\nPRASAD : Okay we will meet by today evening.\nSURAJ : yeah of course, Have a nice day, take care."", ""is_correct"": """", ""write_here"": true, ""writtenText"": ""\nPRASAD : Hello Suraj Good morning.\nSURAJ :  Good morning Prasad how have you been?\nPRASAD :  I'm great thanks, how is the water purifier sales going on ?\nSURAJ :  yeah, it's good going, very good response from customers end.\nPRASAD. :  Oh great efforts from your sides keep it up.\nSURAJ : Thanks for your compliments.\nPRASAD : Okay we will meet by today evening.\nSURAJ : yeah of course, Have a nice day, take care.""","""Formally meets. :\n<span style=\""background-color: yellow; color:red;\"">PRASAD: Hello Suraj, good</span> morning.\n<span style=\""background-color: yellow; color:red;\"">SURAJ: Good</span> morning <span style=\""background-color: yellow; color:red;\"">Prasad,</span> how have you been?\n<span style=\""background-color: yellow; color:red;\"">PRASAD: I'm</span> great thanks, how is the water purifier sales <span style=\""background-color: yellow; color:red;\"">going</span>?\n<span style=\""background-color: yellow; color:red;\"">SURAJ: Yeah, it's going well, a</span> very good response from <span style=\""background-color: yellow; color:red;\"">the customer's</span> end.\nPRASAD. :  <span style=\""background-color: yellow; color:red;\"">Oh, great effort</span> from your <span style=\""background-color: yellow; color:red;\"">side,</span> keep it up.\n<span style=\""background-color: yellow; color:red;\"">SURAJ</span>: Thanks for your compliments.\n<span style=\""background-color: yellow; color:red;\"">PRASAD: Okay,</span> we will meet by <span style=\""background-color: yellow; color:red;\"">this</span> evening.\nSURAJ : yeah of course, <span style=\""background-color: yellow; color:red;\"">have</span> a nice day, take care.""","""Formally meets. :\nPRASAD: Hello Suraj, good morning.\nSURAJ: Good morning Prasad, how have you been?\nPRASAD: I'm great thanks, how is the water purifier sales going?\nSURAJ: Yeah, it's going well, a very good response from the customer's end.\nPRASAD. :  Oh, great effort from your side, keep it up.\nSURAJ: Thanks for your compliments.\nPRASAD: Okay, we will meet by this evening.\nSURAJ : yeah of course, have a nice day, take care."""
"""\nGuru : Hi raju, how are you,\nRaju :  Hello raju I'm good  how have you been.\nGuru : I'm good too, today are you coming for annual sports day celebration.\nRaju : Yeah off Course, I will come to receive winning prize of mine then what about you.\nGuru : raju I'm not winning any games but anyway I'm coming.\nRaju : okay that's great, sure We will catch up soon.\n\n"", ""is_correct"": """", ""write_here"": true, ""writtenText"": ""\nGuru : Hi raju, how are you,\nRaju :  Hello raju I'm good  how have you been.\nGuru : I'm good too, today are you coming for annual sports day celebration.\nRaju : Yeah off Course, I will come to receive winning prize of mine then what about you.\nGuru : raju I'm not winning any games but anyway I'm coming.\nRaju : okay that's great, sure We will catch up soon.\n\n""","""\n<span style=\""background-color: yellow; color:red;\"">Guru: Hi Raju</span>, how are <span style=\""background-color: yellow; color:red;\"">you?</span>\nRaju <span style=\""background-color: yellow; color:red;\"">: Hello Raju, I'm good, how</span> have you <span style=\""background-color: yellow; color:red;\"">been?</span>\nGuru : I'm good too, today are you coming for <span style=\""background-color: yellow; color:red;\"">the annual</span> sports day celebration.\nRaju : Yeah <span style=\""background-color: yellow; color:red;\"">of</span> Course, I will come to receive <span style=\""background-color: yellow; color:red;\"">a winning</span> prize of mine then what about <span style=\""background-color: yellow; color:red;\"">you?</span>\n<span style=\""background-color: yellow; color:red;\"">Guru: Raju,</span> I'm not winning any games but <span style=\""background-color: yellow; color:red;\"">I'm coming anyway</span>.\n<span style=\""background-color: yellow; color:red;\"">Raju</span>: okay that's great, sure <span style=\""background-color: yellow; color:red;\"">we</span> will catch up soon.\n\n""","""\nGuru: Hi Raju, how are you?\nRaju : Hello Raju, I'm good, how have you been?\nGuru : I'm good too, today are you coming for the annual sports day celebration.\nRaju : Yeah of Course, I will come to receive a winning prize of mine then what about you?\nGuru: Raju, I'm not winning any games but I'm coming anyway.\nRaju: okay that's great, sure we will catch up soon.\n\n"""
"""Hi, everyone. My name is Venkatesh , I studied my student life in Acharya Pata shala Boys High school then,I joined APS college there I  took commerce after 1 st  puc I discontinue my studies and my mother  influenced to join in Widia company  for 3 years training course .I completed my Apprenticeship Training in Widia India limited  thereI grab knowledge of computer also convention machine operations, after completing my training I worked in small scale Industry there I was face lot of problems after that  I learn all most skills, then having Experience there is an opportunity to continue my work here. In this organisation we have learned so many things of Technology.""","""Hi, everyone. My name is Venkatesh , I studied my student life in Acharya Pata shala Boys High school then,I joined APS college there I  took commerce after 1 st  puc I discontinue my studies and my mother  influenced to join in Widia company  for 3 years training course .I completed my Apprenticeship Training in Widia India limited  thereI grab knowledge of computer also convention machine operations, after completing my training I worked in small scale Industry there I was face lot of problems after that  I learn all most skills, then having Experience there is an opportunity to continue my work here. In this organisation we have learned so many things <span style=\""background-color: yellow; color:red;\"">about</span> Technology.""","""Hi, everyone. My name is Venkatesh , I studied my student life in Acharya Pata shala Boys High school then,I joined APS college there I  took commerce after 1 st  puc I discontinue my studies and my mother  influenced to join in Widia company  for 3 years training course .I completed my Apprenticeship Training in Widia India limited  thereI grab knowledge of computer also convention machine operations, after completing my training I worked in small scale Industry there I was face lot of problems after that  I learn all most skills, then having Experience there is an opportunity to continue my work here. In this organisation we have learned so many things about Technology."""
""" Then, I find my job in flow server in 2002. May. So I have been working here. Starting I was worked in convention machine. Then now I am working as a CNC machine operator. Here I have learned so many new things every day. And I wish to do well doing a job. Thanks. What is your daily job? What is your daily job? I am taking care of my daily job. I am taking care of my daily job.""",""" <span style=\""background-color: yellow; color:red;\"">I found</span> my job in flow server in 2002. May. So I have been working here. Starting I <span style=\""background-color: yellow; color:red;\""></span>worked in <span style=\""background-color: yellow; color:red;\"">a convention</span> machine. <span style=\""background-color: yellow; color:red;\"">Now</span> I am working as a CNC machine operator. Here I have learned so many new things every day. And I wish to do well doing a job. <span style=\""background-color: yellow; color:red;\"">Thank you</span>. What is your daily job? What is your daily job? I am taking care of my daily job. I am taking care of my daily job.""",""" I found my job in flow server in 2002. May. So I have been working here. Starting I worked in a convention machine. Now I am working as a CNC machine operator. Here I have learned so many new things every day. And I wish to do well doing a job. Thank you. What is your daily job? What is your daily job? I am taking care of my daily job. I am taking care of my daily job."""
""" Maya is a simple girl who lives in a village. She lives in a small house. She has beautiful green garden with different flowers. She likes dogs so she bought a dog to her home and named as Noopy. She loves to go for a walk with her pet Diley.""",""" Maya is a simple girl who lives in a village. She lives in a small house. She has <span style=\""background-color: yellow; color:red;\"">a beautiful</span> green garden with different flowers. She likes dogs so she bought a dog to her home and named <span style=\""background-color: yellow; color:red;\"">it</span> Noopy. She loves to go for <span style=\""background-color: yellow; color:red;\"">walks</span> with her pet Diley.""",""" Maya is a simple girl who lives in a village. She lives in a small house. She has a beautiful green garden with different flowers. She likes dogs so she bought a dog to her home and named it Noopy. She loves to go for walks with her pet Diley."""
""" Exercise is like giving your body a fun challenge. When you move your body by running, playing or doing activities like dancing or jumping, that's exercise. It helps your muscles grow stronger and keeps your heart and bones healthy. Plus, it makes you feel good by giving you lots of energy and making your brain happy. You can do exercise in lots of different ways like playing games outside or joining your sports day. Exercise is like superhero training for your body. When you move and play, whether it's running, jumping or playing sports, that's exercise. It makes your muscles strong, your heart healthy and even helps you feel happier. When you exercise, you get superpowers like more energy and a clear mind. You can do all sorts of exercises like riding bikes, dancing or playing tag with friends. More over regular exercise promotes cognitive function and brain""",""" Exercise is like giving your body a fun challenge. When you move your body by running, playing or doing activities like dancing or jumping, that's exercise. It helps your muscles grow stronger and keeps your heart and bones healthy. Plus, it makes you feel good by giving you lots of energy and making your brain happy. You can do exercise in lots of different ways like playing games outside or joining your sports day. Exercise is like superhero training for your body. When you move and play, whether it's running, jumping or playing sports, that's exercise. It makes your muscles strong, your heart healthy and even helps you feel happier. When you exercise, you get superpowers like more energy and a clear mind. You can do all sorts of exercises like riding bikes, dancing or playing tag with friends. <span style=\""background-color: yellow; color:red;\"">Moreover,</span> regular exercise promotes cognitive function and brain""",""" Exercise is like giving your body a fun challenge. When you move your body by running, playing or doing activities like dancing or jumping, that's exercise. It helps your muscles grow stronger and keeps your heart and bones healthy. Plus, it makes you feel good by giving you lots of energy and making your brain happy. You can do exercise in lots of different ways like playing games outside or joining your sports day. Exercise is like superhero training for your body. When you move and play, whether it's running, jumping or playing sports, that's exercise. It makes your muscles strong, your heart healthy and even helps you feel happier. When you exercise, you get superpowers like more energy and a clear mind. You can do all sorts of exercises like riding bikes, dancing or playing tag with friends. Moreover, regular exercise promotes cognitive function and brain"""
""" In the heart of a bustling city lived Lily, an aspiring artist with a penchant for seeing beauty in the mundane. Every day, she adorned the neighborhood walls with vibrant murals, igniting joy in passersby. One rainy afternoon, a shy boy named Max watched her paint and shared his own love for colors. Their friendship bloomed, creating a symphony of hues on the city's forgotten corners. As seasons changed, so did their artwork, reflecting their shared experiences and dreams until their collaborative masterpiece became a beacon of unity for the community""",""" In the heart of a bustling city lived Lily, an aspiring artist with a penchant for seeing beauty in the mundane. Every day, she adorned the <span style=\""background-color: yellow; color:red;\"">neighbourhood</span> walls with vibrant murals, igniting joy in passersby. One rainy afternoon, a shy boy named Max watched her paint and shared his own love for <span style=\""background-color: yellow; color:red;\"">colours</span>. Their friendship bloomed, creating a symphony of hues on the city's forgotten corners. As <span style=\""background-color: yellow; color:red;\"">the seasons</span> changed, so did their artwork, reflecting their shared experiences and dreams until their collaborative masterpiece became a beacon of unity for the <span style=\""background-color: yellow; color:red;\"">community.</span>""",""" In the heart of a bustling city lived Lily, an aspiring artist with a penchant for seeing beauty in the mundane. Every day, she adorned the neighbourhood walls with vibrant murals, igniting joy in passersby. One rainy afternoon, a shy boy named Max watched her paint and shared his own love for colours. Their friendship bloomed, creating a symphony of hues on the city's forgotten corners. As the seasons changed, so did their artwork, reflecting their shared experiences and dreams until their collaborative masterpiece became a beacon of unity for the community."""
""" I am a BBA student. I live with my family. We live in a peaceful environment. My favorite subjects are finance, marketing and sales. By understanding their demand in the market, I have started my own business and I am happy to announce that the growth of the company is highly increasing.""",""" I am a BBA student. I live with my family. We live in a peaceful environment. My <span style=\""background-color: yellow; color:red;\"">favourite</span> subjects are finance, marketing and sales. By understanding their demand in the market, I have started my own business and I am happy to announce that the growth of the company is highly increasing.""",""" I am a BBA student. I live with my family. We live in a peaceful environment. My favourite subjects are finance, marketing and sales. By understanding their demand in the market, I have started my own business and I am happy to announce that the growth of the company is highly increasing."""
"""Good morning/afternoon/evening, everyone.\n\""Hello, team.\""\n\""Greetings, [team/colleagues].\""\n\""I hope you're all doing well.\""\n\""Welcome, everyone.\""\n\""I trust you're all having a productive day.\""","""Good morning/afternoon/evening, everyone.\n\""Hello, team.\""\n\""Greetings, [team/colleagues].\""\n\""I hope you're all doing well.\""\n\""Welcome, everyone.\""\n\""I trust you're all having a productive day.\""","""Good morning/afternoon/evening, everyone.\n\""Hello, team.\""\n\""Greetings, [team/colleagues].\""\n\""I hope you're all doing well.\""\n\""Welcome, everyone.\""\n\""I trust you're all having a productive day.\"""
"""Hey, everyone! Great to see you all.\""\n\""Hi there, family!\""\n\""Hello, lovely people!\""\n\""Hey, how's everyone doing?\""\n\""Hi, [family name]! Ready for some fun?\""","""Hey, everyone! Great to see you all.\""\n\""Hi there, family!\""\n\""Hello, lovely people!\""\n\""Hey, how's everyone doing?\""\n\""Hi, [family name]! Ready for some fun?\""","""Hey, everyone! Great to see you all.\""\n\""Hi there, family!\""\n\""Hello, lovely people!\""\n\""Hey, how's everyone doing?\""\n\""Hi, [family name]! Ready for some fun?\"""
"""Good afternoon everyone  my name is gowri keerthana.Currently am pursuing my degree in Dayananda Sagar College of Arts,science and commerce.Am a BBA student.I have good knowledge about marketing and sales and am good at communication.Am interested in finance sector too and I've done my internship on accounting""","""Good afternoon <span style=\""background-color: yellow; color:red;\"">everyone my</span> name is gowri keerthana.Currently am pursuing my degree in Dayananda Sagar College of <span style=\""background-color: yellow; color:red;\"">Arts, Science and Commerce.I am</span> a BBA student.I have good knowledge about marketing and sales and am good at <span style=\""background-color: yellow; color:red;\"">communication.I am</span> interested in finance sector too and I've done my internship <span style=\""background-color: yellow; color:red;\"">in accounting.</span>""","""Good afternoon everyone my name is gowri keerthana.Currently am pursuing my degree in Dayananda Sagar College of Arts, Science and Commerce.I am a BBA student.I have good knowledge about marketing and sales and am good at communication.I am interested in finance sector too and I've done my internship in accounting."""
""" My name is Gauri Kirtana. I am studying for a Bachelor of Business Administration. I am in the fifth semester. I am living in Bangalore, Banshan Curry first-stage. I live with my cousins. I love attending college as I learn a lot of interesting things and I can participate in different clubs like Marketing and Finance. I enjoy my time with my friends in college. My favorite subject is Commerce. My cousin lives in London and has suggested me that I do my MBA. I am preparing for CAP Cat Examination to so that I am ready to join as soon as I complete my degree. I hope to do well and be recognized as an asset to the organization that makes my family proud.""",""" My name is Gauri Kirtana. I am studying for a Bachelor of Business Administration. I am in the fifth semester. I <span style=\""background-color: yellow; color:red;\"">live</span> in Bangalore, Banshan Curry first-stage. I live with my cousins. I love attending college as I learn a lot of interesting things and I can participate in different clubs like Marketing and Finance. I enjoy my time with my friends in college. My <span style=\""background-color: yellow; color:red;\"">favourite</span> subject is Commerce. My cousin lives in London and has suggested <span style=\""background-color: yellow; color:red;\""></span>that I do my MBA. I am preparing for CAP Cat Examination to so that I am ready to join as soon as I complete my degree. I hope to do well and be <span style=\""background-color: yellow; color:red;\"">recognised</span> as an asset to the <span style=\""background-color: yellow; color:red;\"">organisation</span> that makes my family proud.""",""" My name is Gauri Kirtana. I am studying for a Bachelor of Business Administration. I am in the fifth semester. I live in Bangalore, Banshan Curry first-stage. I live with my cousins. I love attending college as I learn a lot of interesting things and I can participate in different clubs like Marketing and Finance. I enjoy my time with my friends in college. My favourite subject is Commerce. My cousin lives in London and has suggested that I do my MBA. I am preparing for CAP Cat Examination to so that I am ready to join as soon as I complete my degree. I hope to do well and be recognised as an asset to the organisation that makes my family proud."""
""" The evolution of communication technology has significantly altered how we connect with others, gone other days of relying solely on letters or landline phones. Smart phones, social media platforms and instant messaging apps have made communication instantaneous and global. Video calls now allow face to face conversation across continents. Learning us to maintain relationships regardless of distance. The workplace and educational landscape have undergone a digital revolution. Remote work and online learning have become increasingly prevalent, allowing flexibility in schedules and breaking geographical barriers. Collaboration tools, cloud computing and virtual meeting platforms have reshaped how teams operate and students learn. Entertainment has been revolutionized by technology. Streaming services provide on demand access to movies, TV shows and music. Video games offer immersive experiences blurring the lines between""",""" The evolution of communication technology has significantly altered how we connect with others, gone other days of relying solely on letters or landline phones. <span style=\""background-color: yellow; color:red;\"">Smartphones</span>, social media platforms and instant messaging apps have made communication instantaneous and global. Video calls now allow <span style=\""background-color: yellow; color:red;\"">face-to-face</span> conversation across continents. <span style=\""background-color: yellow; color:red;\"">Learn</span> us to maintain relationships regardless of distance. The workplace and educational landscape have undergone a digital revolution. Remote work and online learning have become increasingly prevalent, allowing flexibility in schedules and breaking geographical barriers. Collaboration tools, cloud computing and virtual meeting platforms have reshaped how teams operate and students learn. Entertainment has been <span style=\""background-color: yellow; color:red;\"">revolutionised</span> by technology. Streaming services provide <span style=\""background-color: yellow; color:red;\"">on-demand</span> access to movies, TV shows and music. Video games offer immersive experiences blurring the lines between""",""" The evolution of communication technology has significantly altered how we connect with others, gone other days of relying solely on letters or landline phones. Smartphones, social media platforms and instant messaging apps have made communication instantaneous and global. Video calls now allow face-to-face conversation across continents. Learn us to maintain relationships regardless of distance. The workplace and educational landscape have undergone a digital revolution. Remote work and online learning have become increasingly prevalent, allowing flexibility in schedules and breaking geographical barriers. Collaboration tools, cloud computing and virtual meeting platforms have reshaped how teams operate and students learn. Entertainment has been revolutionised by technology. Streaming services provide on-demand access to movies, TV shows and music. Video games offer immersive experiences blurring the lines between"""
""" How healthy your meal is then tracking your meals is the easiest I track my meals with just a photo with helipi snap how so having a balanced meal is the key to staying healthy So snap provides you with a macros and calories of all the foods So you know what to eat less and what to eat more of that too within seconds snap also Analyzes your food and tells you what you can improve so you don't just know what is in your food You also know how it can get healthy. Snap will track your calories straight from your Galilee so if you have been trying to track your nutrition but finding it very difficult then track your meals the easier way Just snap before you eat on helipi download the app now if you want to lose weight But you don't know how healthy your meal is then tracking your meals is the easiest way to do it I track my meals with just a photo with helipi snap how so having a balanced meal is the key to staying healthy So snap provides you with a macros and calories""",""" How healthy your meal is then tracking your meals is the easiest I track my meals with just a photo with helipi snap how so having a balanced meal is the key to staying healthy So snap provides you with a macros and calories of all the foods So you know what to eat less and what to eat more of that too within seconds snap also Analyzes your food and tells you what you can improve so you don't just know what is in your food You also know how it can get healthy. Snap will track your calories straight from your Galilee so if you have been trying to track your nutrition but finding it very difficult then track your meals the easier way Just snap before you eat on helipi download the app now if you want to lose weight But you don't know how healthy your meal is then tracking your meals is the easiest way to do it I track my meals with just a photo with helipi snap how so having a balanced meal is the key to staying healthy So snap provides you with a macros and calories""",""" How healthy your meal is then tracking your meals is the easiest I track my meals with just a photo with helipi snap how so having a balanced meal is the key to staying healthy So snap provides you with a macros and calories of all the foods So you know what to eat less and what to eat more of that too within seconds snap also Analyzes your food and tells you what you can improve so you don't just know what is in your food You also know how it can get healthy. Snap will track your calories straight from your Galilee so if you have been trying to track your nutrition but finding it very difficult then track your meals the easier way Just snap before you eat on helipi download the app now if you want to lose weight But you don't know how healthy your meal is then tracking your meals is the easiest way to do it I track my meals with just a photo with helipi snap how so having a balanced meal is the key to staying healthy So snap provides you with a macros and calories"""
"""Saw, sit  run, did, were \nmyWisely puts the power to manage your money in the palm of your hands with easy-to-use tools and resources. It's time to take control of your financial future. Download the myWisely app and get started today. 1 Standard text message fees and data rates may apply.""","""Saw, <span style=\""background-color: yellow; color:red;\"">sat run</span>, did, were \n<span style=\""background-color: yellow; color:red;\"">MyWisely</span> puts the power to manage your money in the palm of your hands with easy-to-use tools and resources. It's time to take control of your financial future. Download the <span style=\""background-color: yellow; color:red;\"">MyWisely</span> app and get started today. 1 Standard text message fees and data rates may apply.""","""Saw, sat run, did, were \nMyWisely puts the power to manage your money in the palm of your hands with easy-to-use tools and resources. It's time to take control of your financial future. Download the MyWisely app and get started today. 1 Standard text message fees and data rates may apply."""
